NUMBER|PROTO|PRNUM|MEANING|RUSMEAN|PHN|AKO|REFERENCE
468|*pjə̀rók|170|flea|блоха|pjəruk|pjə̀rók|Nam 258, KED 775.
469|*kāi-|703|to clear up (of weather)|проясняться (о погоде)|kǟ-|kāi-|Nam 28, KED 68.
470|*ə̀čə́i|1555|yesterday|вчера|əǯe|ə̀čə́i|Nam 365, KED 1135.
471|*ārắi|81|yesterday, in the past|вчера, в предыдущий день, в прошлом|āre 'day before yesterday'|ārắi, ārái|Nam 336.
472|*pàt-|1620|to get, obtain|получать|\Ipat-\i|pàt-|Nam 244, KED 721.
473|*tàŋ'àrí|2304|shell|раковина||tàŋ'àrí|Nam 145.
474|*súi|2126|crops|урожай, хлеб на корню||súi|Nam 316.
475|*tɨ̀rkuə̀r|2226|1 raft 2 stump|1 плот 2 пень|tɨŋgəl 2|tɨ̀rkuə̀r 1, 2|Nam 174, KED 546.
476|*kɨ̀rɨ̀h|1030|stubble; stump|стерня; пень|kɨru|kɨ̀rɨ̀ (kɨ̀rɨ̀h)|Nam 67, KED 235.
477|*ūm|2521|sprout, bud|росток, почка|ūm|ūm|Nam 392, KED 1248.
478|*ptə́rkí|1843|bush(es)|куст(ы)|t:əlgi|ptə́rkí|Nam 152, KED 447.
479|*kòkɨ̀rí, kòkòrí|1076|stalk|стебель|k:okči|kòkɨ̀rí, kòkòrí|Nam 45, KED 154.
480|*ìsàk|674|sprout, spike|побег, колос|isak|ìsàk|Nam 401, KED 1330.
481|*īb-, *ìbúr-|652|to wither, dry up, decline, decay|вянуть, засыхать, ухудшаться, иссякать|iul-|īp- (īw-), ìwɨ̀r-, ì'úr-, ì'ór-|Nam 401, 403, 407, KED 1335.
482|*sárp|1931|spade, shovel|лопата|\Isap\i|sárp|Nam 292, KED 906.
483|*sə̀p|1919|firewood|дрова, хворост|səp [səph]|sə̀p|Nam 301, KED 961.
484|*skór|2029|forage|фураж, кормовая трава|k:ol|skór|Nam 51, KED 157.
485|*kàsắi|983|thorn|колючка|kasi|kàsắi|Nam 5, KED 21.
486|*kār-|977|to plough; to grind, plane|пахать; скрести, растирать|kal-|kār-|Liu 28, KED 43, 44.
487|*sìmɨ̀-|0|to plant|||sìmɨ̀-|
488|*kìń-|831|1 weed 2 to be overrun with weeds|1 сорняк 2 зарасти сорняками|kiɨm 1, kit- [kis-] 2|kìńɨ́m 1, kìń- 2|Nam 79, 83, KED 273, 283.
489|*mắi-|1271|to pull out, to weed|выдергивать, пропалывать|mä-|mắi-|Nam 207, KED 598.
490|*kòbɨ̀i|490|1 bamboo bark 2 patella|1 бамбуковая кора 2 коленная чашечка||tái-s-kò'ɨ̀i 1, kòs-kò'ɨ̀i 2|Liu 73, 207.
491|*kə̀t-|487|1 to gather 2 to gather harvest|1 собирать 2 собирать урожай|kət- 1, kədu- 2|kə̀t- 1, kə̀tú- 2|Liu 39, 47, KED 81, 95.
492|*pə̀hí-|1869|to cut, reap, sever|отрезать, отделять, сжинать|pē-|pə̀hí-|Nam 255, KED 773.
493|*púi-, *pó|1799|1 to reap, mow 2 plough|1 косить, жать 2 плуг|pī- (dial.); posɨp 'plough, ploughshare'|púi- 1, pó 2|Nam 259, 269, KED 792, 850.
494|*tìh-|2267|to pound|молотить|č:i- [č:ih-]|tìh-|Nam 182, KED 1560.
495|*tìk-|2368|to dip down, imprint|вдавливать, погружать|č:ik-|tìk-|Nam 181, KED 1540.
496|*thí-|2422|to hit, strike, beat|бить, ударять|čhi-|thí-|Nam 460, KED 1654.
497|*kàpắi-|929|light (of weight)|легкий (о весе)|kabjəp-|kàpắi-jáp-|Nam 5, KED 17.
498|*sɨ̀rh-|2186|to polish, rub off|полировать|s:ɨl- [s:ɨlh-]|sɨrh-|Nam 322, KED 1028.
499|*čùkɨ́r|291|chaff|мякина|čuk-čəŋi, č:uk-čəŋi|čùkɨ́r|Liu 670, KED 1505.
500|*čàrí|252|seat; place, location|сиденье; место, расположение|čari|čàrí|Liu 642, KED 1377.
501|*súh|2551|male|самец|su-|sú (súh-)|Nam 313, KED 998.
502|*mə̀rtə̀kə́n|1289|bird's navel; (KED) the craw (crop) of a bird or insect|птичий пупок|məlt:əguni|mə̀rtə̀kə́n|Nam 212, KED 613.
503|*pɨr / *pur|1666|kidney; testicle|почка; testiculus|pul|pɨr / pur|Liu 399, 407, KED 832.
504|*to'a-|2220|pig|свинья|twǟǯi||KED 496. The form is not phonetically deducible from MKor. tòt (q.v.) and must represent a different root.
505|*čɨ̀č-|2626|to bark|лаять|čit- [čič-]|čɨ̀č-|Nam 441, KED 1559.
506|*ps-kí-|1619|to press, hold tight, compress|давить, сжимать|k:ī-|pskí-|Nam 80, KED 262.
507|*čhắ-|333|to kick|бить, пинать|čha-|čhắ-|Nam 447, KED 1562.
508|*thắ-|2333|to ride|ехать верхом||thắ-|Nam 456, KED 1684.
509|*tot(h)|2411|pig|свинья||\Itot,\i toth|Nam 159, 161.
510|*čàp-|2580|to catch, take hold|хватать, брать|čap-|čàp-|Liu 645, KED 1397.
511|*hím|2083|sinew; strength|жила; сила|\Ihim\i|hím|Nam 500, KED 1901.
512|*kúp|835|hoof|копыто|kup|kúp|Liu 90, KED 220.
513|*súm-|2053|to hide, conceal|прятать(ся)|sūm-|súm-|Nam 315, KED 1020.
514|*kurəi|2746|waist|поясница|kure, hə-guri||KED 199. The word seems to be different from the attest MKor. kùrə̀i 'inner part of body' (v. sub *k`úrgo).
515|*pòm-nór-|1690|to ride swiftly|быстро ехать, мчаться||pòm-nór-|Nam 263.
516|*ìpàt-|59|1 feast 2 to provide, entertain, help|1 праздник 2 снабжать, предоставлять, помогать|ibaǯi ha- 2|ìpàtí 1, ìpàt- 2|Nam 400, KED 1329.
517|*čáń|269|city wall, fortress, (KED) mountain pass|городская стена, крепость, (KED) горный перевал|čä|čás ( < *čáń)|Nam 418, KED 1409. Only the later form čás is attested in MKor., but the modern form čä points unambiguosly to *-ń-.
518|*čìčɨ́r-|281|to press down|давить, придавливать|čiǯirɨ-|čìčɨ́r-|Nam 443, KED 1537.
519|*kɨ̀rh-|808|to boil|варить(ся)|k:ɨr(h)-|kɨ̀rh-|Nam 74, KED 250.
520|*sɨra-|2049|lynx|рысь|sɨrasoni||KED 1024.
521|*nə̄m-|1431|to exceed, to overflow|превосходить, переходить, переливаться через край|nə̄m-|nə̄m-|Nam 105, KED 335.
522|*pčɨ́č-|1660|to tear|раздирать|č:it- (-č-)|pčɨ́č-|Nam 441, KED 1559.
523|*ptɨ́-t-, *ptằ-|1752|to pinch, pick, pluck|срывать, выщипывать|t:ɨt-, t:a-|ptɨ́-t-, ptằ-|Nam 137, 174, KED 380, 532.
524|*sằr-m-|2683|to boil|варить|sām- [salm-]|sằrm-|Nam 292, KED 901.
525|*nìk-|1425|to be boiled, ripen|свариваться, созревать|ik-|nìk-|Nam 124, KED 1339.
526|*kắr-|754|to rub, polish|тереть, полировать|kāl-|kắr-|Nam 20, KED 43-44.
527|*tām-|2303|to put (into a dish, etc.)|класть, накладывать|tām-|tām-|Nam 142, KED 409.
528|*kɨ̄i-|556|to make sour (of wine), coagulate|квасить (о вине), сгущать(ся)||kɨ̄i-hă-|Nam 77, HMCH 314.
529|*ptɨ́-|1612|to float|плавать|t:ɨ-|ptɨ́-|Nam 172, KED 523.
530|*kòr-|691|wine fungus, mould, scum|винный грибок, плесень, накипь|kolmaǯi|kòr-'àčí|Nam 51, KED 158.
531|*kōmph-|1119|1 mould 2 to become mouldy|1 плесень 2 плесневеть|kōm, kōmphaŋ 1|kōmphúi- 2|Nam 52, KED 161, 162.
532|*pčōi-|198|to dry on fire, under the sun|сушить на огне, на солнце|č:wē-|pčōi-|Nam 432, KED 1491.
533|*kūb-|537|to bake, fry|печь, жарить|kūp- (-w-)|kūp- (kù'ɨ́-)|Nam 63, KED 220.
534|*kò'ɨ̀-|751|to boil|варить|kō-|kò'ɨ̀-|Nam 48, KED 137.
535|*čìč-|0|to fry, roast|жарить||čìč- (HM 315)|
536|*čɨ́rkə́b- / *čɨ́rkə̀b-|2695|to be glad|радоваться|čilgəp- (-w-)|čɨ́rkə́p- / čɨ́rkə̀p- (-w-)|Nam 439, KED 1520.
537|*nái|2688|smell|запах|nä|nái|Nam 101, KED 315.
538|*mằi-b-|1314|bitter, acid, to make acid|горький, кислый, квасить|mäp- (-w-)|mằip- (-w-)|Nam 208, KED 605.
539|*tùthə̀-b-, *tōi-|2336|be thick (of liquids)|быть густым (о жидкостях)|tuthəp- / tuk:əp- (-w-), twē-|tùthə̄p-, túthə́p- (-w-),  tōi-|Nam 167, Liu 234, KED 498, 501, 507.
540|*sằm-|2193|1 to swallow 2 to penetrate|1 глотать 2 проникать, пронизывать|samkhi- 1, samu-čhi- 2|sằmskí- 1, sằmằs-, sằmằčh- 2|Nam 287, 293, KED 874, 905.
541|*pìrí-|1637|to smell (of raw fish, blood)|пахнуть (сырой рыбой, кровью)|piri-|pìrí-|Liu 412, KED 852.
542|*sɨ̀i-, *sūi-|2669|1 sour 2 to become sour|кислый|si- 1, swī- 2|sɨ̀i-, sằi- 1, sūi- 2|Nam 296, 322, Liu 479, KED 1022, 1035.
543|*tằr-|353|sweet|сладкий|tal-|tằr-|Nam 140, KED 403.
544|*sp-ắr-|2183|to suck|сосать|\Ip:al-\i|sp-ắr-|Nam 247, KED 725.
545|*sɨ́mɨ́i-|2163|to soak, permeate|впитываться, просачиваться|sɨmi-|sɨ́mɨ́i-|Nam 318, KED 1025.
546|*nə̀hɨ́r-|1500|to gnaw, crunch|грызть, глодать|nə̄l-|nə̀hɨ́r-|Nam 104, KED 332.
547|*hjə́, *hàr-hắ-|2153|1 tongue 2 to lick|1 язык 2 лизать|hjə 1, \Ihat-\i [halth-] 2|hjə́ 1, hàr-hắ- 2|Nam 479, 487, KED 1801, 1831.
548|*pčắ-|1792|salty, briny|соленый|č:a-|pčắ-|Nam 415, KED 1375.
549|*kə̀rɨ̀-|581|to strain, filter|процеживать, фильтровать|kərɨ-|kə̀rɨ̀-|Liu 40, KED 82.
550|*kàphɨ́-|969|to compensate, pay back|компенсировать, отплачивать||kàphɨ́-|HMCH 333.
551|*sə̀sk-|2562|to mix, mix up|смешивать|sək:-|sə̀sk-|Nam 302, KED 942.
552|*pūr-|1852|to blow|дуть|pūl-|pūr-|Nam 267, KED 835.
553|*pɨ̀rɨ̀- / *pɨ́rɨ́-|1758|to call|звать|purɨ-|pɨ̀rɨ̀- / pɨ́rɨ́-|Nam 270, KED 813.
554|*čhú-|336|to dance|танцевать|čhu-|čhu-; čhú-m 'dance' (n.)|Liu 701, KED 1629.
555|*nòrắs|1189|1 fun 2 work|1 забава 2 работа|norɨt [norɨs] 2|nòrắs 1|Nam 111, KED 341.
556|*kùčíčh-|843|to swear|ругать|k:uǯit- [-č-]|kùčíč-|Nam 61, KED 207.
557|*tằm-|2207|to soak, immerse|мочить, окунать|tamgɨ-|tằm-|Nam 142, KED 409.
558|*kìmɨ́i|513|defect (on skin, jade)|дефект, изъян (на коже, драгоценном камне)|kimi|kìmɨ́i|Nam 79, KED 266.
559|*pìsk-|1780|slanted, oblique|косой, наклонный|pik:i-, pit:ul-|pìs-, pìs-kɨ́-|Nam 279, 280, KED 850, 851.
560|*sàh-|1897|to pile up, to prop|накладывать, подпирать|s:a- [s:ah-]|sàh-|Nam 285, 294, KED 919.
561|*mūi- / *mùi'ú-|1270|to shake, sway|качать(ся)|mwi- (arch.)|mūi- / mùi'ú-|Nam 224, KED 685.
562|*ùmúk-|621|to form a cavity, be depressed|образовывать впадину, быть вогнутым|umuk-ha-, omok-ha-|ùmúk-hă-, ùmúk-|Liu 593, KED 1239.
563|*tìsài|360|tile|черепица||tìsài|Nam 179. The word is not attested in modern dictionaries, but KED 920 mentions a bound noun -sä 'roof tile', attested in compounds ok-sä, maŋ-sä and pət-sä. It is quite probable that this -sä is a later contraction < *tsä < tisai.
564|*sāi|2188|straw|солома|\Isä\i 'straw thatch'|sāi|Nam 295, KED 919.
565|*skɨ́-m, *skí-|2048|1 crack 2 to insert, to sheath|1 щель 2 вкладывать|k:ī- 2|skɨ́-m 1, skí- 2|Nam 74, 80, KED 262.
566|*tɨ̀tkɨ̀r / *tɨ̀thɨ̀r|2472|dust|пыль|thik:ɨl|tɨ̀tkɨ̀r / tɨ̀thɨ̀r|Nam 172, 173, KED 1726.
567|*ptắi|99|dirt|грязь|\It:ä\i|ptắi|Nam 147, KED 419.
568|*sà'ò-rí|2026|chair|стул||sà'òrí|Nam 285.
569|*páp|441|food|пища|\Ipap\i|páp|Liu 370, KED 734.
570|*ós|2535|clothes|одежда|\Iot\i \I[os]\i|ós|Nam 384, KED 1211.
571|*čubɨr-|2630|to be hungry, famished|быть голодным, истощенным|čūri-|čū'ɨ́rì-|Nam 434, KED 1496.
572|*mằrằ-|1351|to cut, trim|резать, подрубать|marɨ-|mằrằ-|Nam 195, KED 562.
573|*hō-|2665|to sew, broad-stitch|шить (широкими стежками)|hō-|hō-|Nam 490, Liu 755, KED 1840.
574|*tằr(b)-|2459|to pierce|протыкать|t:ɨl- [t:ɨlh-]|tằr'ó-, tằrp-, tɨ̄rp-|Nam 141, 142, Liu 254, KED 510.
575|*pàs-|1807|to strip off, take off (clothes); naked|сдирать, снимать (одежду); голый|pət- / pat- [-s-]|pàs-|Nam 249, KED 735, 771.
576|*kə̄r-|519|1 to hang on, put on (smth.) 2 to spread out|1 вешать, надевать (что-л.) 2 расстилать|kə̄l- 1, kə̄lčhi- 1, 2|kə̄r-thí- 1|Nam 38, KED 97, 100.
577|*kari-|952|miserly|скупой|karin-sɨrəp-, karin-čuməni|karin-čuməni (a comp. with čuməni 'pocket')|Liu 20, KED 14 (Martin's derivation < kanrin < Chin. seems dubious).
578|*skú-mí-|2483|to ornament|украшать|k:umi-|skú-mí-|Nam 62, KED 202.
579|*pìń-|1618|to attire; to blossom|наряжать(ся); цвести||pìs- (pìńɨ́-)|Nam 280.
580|*pə̀ŋkɨ́r-|1862|to take off clothes; to fade, exuviate|снимать одежду; линять||pə̀ŋkɨ́r-|Nam 257.
581|*əp-|440|beef brisket, breast of ox|грудинка, мясо на груди скота|əpčin||KED 1150.
582|*sòk-|2116|1 to err, be deceived 2 to deceive|1 ошибаться, обманываться 2 обманывать|sok- 1, sogi- 2|sòki- 2|Nam 307, KED 980, 984.
583|*pàsk|1691|outside, exterior; other|внешний; другой|pak [pak:]|pàs, pàsk|Nam 248, 250, KED 713.
584|*sà-|1878|to buy|покупать, торговать|sa-|sà-|Nam 282, KED 869.
585|*ōi-|201|1 bad, wrong 2 left|1 плохой, неверный 2 левый|ōi- 1, 2|ōi- 1|Nam 386, KED 1221.
586|*tòbɨ́i|2198|barter, trade|торговля||tò'ɨ́i|Nam 157.
587|*kə̄-|954|lie, deceit|ложь, обман|kə̄ǯit, kāǯit [-s]|kə̄-čɨ́s (čɨ́s = čɨ̄ń 'shape, appearance')|Nam 36, KED 88.
588|*čúi|243|rat, mouse|крыса, мышь|čwi|čúi|Liu 673, KED 1517.
589|*mūr-|1310|to pay, compensate|платить, возмещать|mul-, mulli-|mūr-, mùr'í-|Liu 334, Nam 224, KED 677, 679.
590|*pīr-|1767|to beg, pray|просить, умолять|pīl-|pīr-|Nam 279, KED 862.
591|*pskūi'í-, pskú-|97|to loan, borrow|одалживать, брать в долг|k:ui-, k:u-|pskūi'í-, pskú-|Nam 62, KED 197, 206.
592|*sàsắr|2085|bamboo chip, lot|бамбуковая щепка, ветка|\Isat\i [sas]|sàsắr|Nam 284, KED 906 (in modern Korean mixed with \I*sat\i 'thin mat', on which see under *zakt`i).
593|*hā̆ĳá-tí- ( < Chin.?)|0|to be broken, worn, defeated|разрушаться, терпеть поражение|häə-ǯi-|hā̆ĳá-tí-|
594|*tjə̀kí-|0|to dig into, submerge (?)|врывать, погружать|čəgi-, čegi- 'to kick with heel, nudge with elbow'|tjə̀kí-|
595|*nūi|679|world, generation|мир, поколение||nūi|Nam 116.
596|*pūi-|1705|to rub|тереть||pūi-|Nam 269.
597|*pjàpắi-|1659|to mince, rub (in hands)|крошить, растирать (в руках)|pibi-|pjàpắi-|Liu 374, KED 854.
598|*mə̄i-|1331|to carry on the shoulder|нести на плече|mē-|mə̄i-|Nam 212, KED 616.
599|*čì-|2629|to carry on the back|нести на спине|či-|čì-|Liu 682, KED 1527.
600|*spù-pɨ́i-|1996|to rub, squeeze|тереть, давить||spùpɨ́i-|Nam 267.
601|*psɨ́r-|2166|to sweep, wipe|мести|s:ɨl-|psɨ́r-|Nam 321, KED 1027.
602|*mīr-|1329|to push, press|толкать, давить|mīl-, mīl-čhi-|mīr'oat-, mī-či-|Nam 233, 234, KED 696, 698.
603|*pə̄ri- / *pằrí-|168|to throw away, to abandon|выкидывать, покидать|pəri-|pằrí- / pə̄rí-|Nam 241, KED 759-760.
604|*čə̀|255|this|этот||čə̀|Liu 650.
605|*sjə̄rb-|2560|to be annoyed, vexed, sad|быть раздраженным, расстроенным|sə̄rəp- (-w-)|sjə̄rp- (-w-)|Nam 305, KED 935.
606|*kūr-|773|to curse, deprecate|ругать, порицать|kul- (arch.)|kūr-|Nam 62, KED 217. Cf. also MKor. kòr'ə̄p- 'to be rude, coarse' (Nam 51), modern kol 'anger' (KED 156).
607|*āń-|431|to rob, steal|грабить, похищать|\Iat-\i \I[as-]\i|ās-, āń- (àńă-)|Nam 350, KED 1096.
608|*sàră-|2093|to capture|брать в плен|saro-čap-|sàră-čàp- ("to take captive")|Nam 283, KED 872.
609|*učuk|2540|top of a tree, upper branches|верхушка дерева|uǯuk||KED 1242.
610|*thɨ́r|2319|frame|рама|thɨl|thɨ́r|Liu 718, KED 1724.
611|*màč-|1236|to meet, correspond, hit the target|встречать, соответствовать, попадать в цель|\Imat-\i [mač-]|màč-|Nam 206, KED 592-593.
612|*kùt-|1020|hard|твердый|kut-|kùt-|Liu 88, KED 216.
613|*nắr-ná-|1471|brave, nimble|храбрый, проворный|nallä-|nắr-ná-|Nam 96, KED 303.
614|*nằč-|1544|low, inferior|низкий, худший|nat- [nač-]|nằs-kāp-, năč-|Nam 100, 101, KED 312.
615|*čòčh-|2147|1 to follow, pursue 2 trace|1 следовать за, преследовать|čot- [čočh-] 1, čačhwi 2|čòčh- 1, čàčhói 2|Nam 411, 431, KED 1384, 1488.
616|*kòč-|941|to hold in two arms|держать двумя руками||kòč-|HMCH 342, Nam 54.
617|*ní-|1522|to go|идти||ní- (njə̀-)|Nam 119. Cf. also nìră-, nìrɨ̀- 'to reach'.
618|*ùh|658|up, above|верх, наверху|\Iwi\i|\Iù\i (ùh-)|Nam 388, KED 1258.
619|*ptùi-|177|to jump|прыгать|t:wi-|ptùi-|Nam 169, KED 513.
620|*kàm-|877|to wind around|обвивать, наматывать|kām-|kàm-|Liu 29, KED 50.
621|*mə̀k-|1241|to be deaf|глохнуть, быть глухим|mək-|mə̀k-|Liu 313, KED 610.
622|*tàr'ái-|2321|to lure, seduce, coax|соблазнять, заманивать|tallä-|tàr'ái-|Nam 139, KED 404.
623|*órh-|2534|right, true|правильный, верный|ol- (olh-)|órh-|Nam 383, KED 1210.
624|*hə̄r-|2136|to be worn out, sore, develop a boil|быть измученным, израненным, нарывать|hə̄l-|hə̄r-|Nam 485, KED 1826.
625|*ūń-|601|to laugh|смеяться|ūt- [ūs-]|ūs-, ùń- (ùńɨ-)|Nam 393, KED 1250.
626|*hār-|2064|to slander|клеветать, порочить||hār-|Nam 478.
627|*às-kàb-, *às-kí-|468|1 to be pitiful; to be precious, valuable 2 to spare, grudge; value, esteem|1 быть достойным сожаления; быть ценным, драгоценным 2 жалеть, завидовать; ценить, почитать|ak:ap- (-w-) 1, ak:i- 2|às-kàp- (-w-) 1, às-kí- 2|Nam 349, KED 1067.
628|*sà'ó-náb-|1976|strong, tough|сильный, крепкий|sānap- (-w-) 'rough, fierce, violent'|sà'ó-náp- (-b-)|Nam 284, KED 869.
629|*mō-t|1234|impossible (adv.); bad, wicked|невозможно (нар.); плохой|mōt [mōs], mōǯil-|mōt 1, mōtír- 2|Nam 215, 217, KED 635, 647.
630|*īr|684|work, profession|работа, профессия|īl|īr|Nam 404, KED 1348.
631|*pùrɨ̀r|1856|possessions, estate|владения, состояние||pùrɨ̀r|HMCH 352.
632|*tàsắr-|359|1 to govern, regulate 2 to improve, order, correct|1 управлять, регулировать 2 улучшать, упорядочивать, исправлять|tasɨri- 1, tak:- 2|tàsắr- 1, tàsk- 2|Liu 194, 202, KED 386, 392.
633|*mằn-čí-|1346|to stroke, rub|гладить, тереть|manǯi-|mằn-čí-|Nam 199, KED 576.
634|*òi'ó-|419|to recite|декламировать|weu-|òi'ó-|Nam 387, KED 1223.
635|*pằi-hắ-|153|to bestow a favour|оказывать почести|pephul-|pằihắ-|Nam 252, KED 774.
636|*mūd-|1288|to ask|спрашивать|mut- (-r-)|mūt- (-r-)|Nam 223, KED 675.
637|*kubɨi-hă-|1071|to celebrate, glorify|прославлять, праздновать||ku'ɨi-hă-|Liu 85.
638|*sằràŋ|1906|love|любовь|saraŋ|sằràŋ|Nam 286, KED 871.
639|*tā̆ń-|356|to love|любить||tā̆s- (tăńă-)|Nam 144.
640|*kùč-|823|nasty|противный, плохой|kut- [kuč-]|kùč-|Nam 64, KED 223.
641|*kōb-|544|beautiful, lovely|красивый|kop- (-w-)|kōp- (-w-)|Nam 52, KED 163.
642|*ói|1557|lonely, orphan|одинокий, сирота|\Iwe,\i werop- (-w-)|ói, ói-rằp- (-w-)|Liu 586, KED 1220, 1222.
643|*sə̄ih|1955|three|три|sēt [sēs]|sə̄i (sə̄ih-)|Nam 302, KED 968.
644|*tà-|2449|five|пять|tasət [tasəs]|tà-, tà-sằs|Nam 131, KED 386.
645|*nìr-kúp|1388|seven|семь|ilgop|nìr-kúp|Nam 124, KED 1350.
646|*jə́rh|2635|ten|десять|jəl|jə́r (jə́rh-)|Nam 376, KED 1178.
647|*ón|457|hundred|||ón|
648|*čɨ́mɨ́n|246|thousand|тысяча||čɨ́mɨ́n|Nam 437.
649|*àr-p|66|front|перед|\Iap\i [aph]|àrp|Nam 348, KED 1098.
650|*àrái|25|below, lower side|низ, нижняя сторона|arä|àrái|Nam 336, KED 1069.
651|*ánh|461|middle, inside|середина, внутренность|\Ian\i|án (ánh-)|Nam 345, KED 1081. Cf. also dial. anak id. (KED 1068).
652|*kà'ón-tắi|925|middle|середина|kaun-de|kà'ón-tắi|Nam 7, KED 22.
653|*sōp|2672|inner side|внутренняя сторона||sōp|Nam 310.
654|*pɨ̀th-, *ptɨ́-, *ptí-|1833|1 to burn, catch fire 2 to cauterize 3 to boil, steam|1 гореть, загораться 2 прижигать 3 варить, тушить|put(h)- 1, t:ɨ- 2, č:i- 3|pɨ̀th- 1, ptɨ́- 2, ptí- 3|Nam 173, 180, 275, KED 523, 846, 1528.
655|*sằr-|2565|to burn, make a fire|зажигать, разводить огонь|sarɨ-|sằr-|Nam 291, KED 873.
656|*nīm|1455|host|хозяин|im-gɨm|nīm|Nam 125, KED 1361.
657|*kɨ̀ńɨ̀r-|1145|1 soot 2 to be covered with soot|1 сажа 2 покрываться сажей|kɨɨrɨm 1, kɨɨl- 2|kɨ̀ńɨ̀rɨ̀m 1|Nam 69, KED 240.
658|*nàp- / *nə̀p-|1180|level, wide|ровный, широкий|nap-čak|nàp- / nə̀p-|Nam 99, 105, KED 311.
659|*mằčh-|1372|1 to finish 2 finish, end|1 заканчивать 2 конец|mačhi- 1|mằs-, măčh-, mằčhắ- 1, mằčhắm 2|Nam 198, 205, 206, KED 568.
660|*pàk-|1706|to insert; to sew with a double stitch|вставлять; сшивать двойным швом|pak-|pàk-|Liu 364, KED 710.
661|*pànắr (/-r-)|1640|needle|игла|panɨl|pànắr, parăr|Nam 236, 238, KED 703.
662|*pàs- / *pàč-|1716|1 to be hurried, urgent 2 to make hurry|1 быть срочным, поспешным 2 торопить, спешить|pap:ɨ- 1, pap:i-ha- 2|pàspằ- 1, pàčh- 2|Liu 371, 373, KED 707.
663|*pàt(h)|1718|field|поле|\Ipat\i \I[path]\i|pàt, pàth|Nam 244, 250, KED 741.
664|*pắrá-|1749|to desire|желать, надеяться|para-|pắrá-|Nam 240, KED 704.
665|*pằrằ-|1636|to plaster, stick on|штукатурить, намазывать|parɨ-|pằrằ-|Nam 241, KED 706.
666|*pắr|96|fathom|сажень|pāl|pắr|Nam 246, KED 723. The modern form reflex a merger with MKor. pār 'armful' (v. sub *p`ā́ĺŋa).
667|*pjə́|584|rice plant, grain of rice|рис, рисовое зерно|pjə|pjə́|Nam 257, KED 774.
668|*pìrăm|156|pigweed, Amaranthus|марь, амарант|pirɨm|pirăm, pìrɨ́m|Liu 411, 412, KED 852.
669|*pə̄rí-|190|to divide, split open|расщеплять, раскрывать|parɨ-, pə̄l-|pə̄rí-|Liu 375, KED 706, 765, 766.
670|*kắm-|717|to close (eyes)|закрывать (глаза)|kām-|kắm-|Nam 23, KED 50.
671|*tōčhắi|2265|axe|топор|tōk:i|tōčhắi, tōčhói|Nam 158, KED 461.
672|*tɨ́mɨ́r-|2261|rare|редкий|tɨmul-|tɨ́mɨ̀r-|Nam 171, KED 526.
673|*thắ-|2379|to receive|получать|tha-|thắ-|Liu 710, KED 1685.
674|*tī-|2649|to forge, to cast|ковать, отливать (из металла)||tī-|Nam 178.
675|*tɨ́r-|2243|to enter|входить|tɨl-|tɨ́r-|Nam 174, KED 534.
676|*kắr|964|reed|тростник|kal|kắr|Nam 20, KED 42.
677|*kás|738|hat|шляпа|kat [kas]|kát|Nam 18, KED 57.
678|*kōr|1138|reed, rush|тростник, камыш|kol-phul|kōr|Nam 51, KED 160.
679|*kằráb-|1038|to itch|зудеть, чесаться|karjəp- (-w-)|kằráp-, kărjap-, kărjəp- (-w-)|Liu 3, 4, KED 11
680|*kắrái|888|wild walnut|дикий грецкий орех|karä|kắrái|Nam 11, KED 11.
681|*kōr|543|valley|долина|kōl|kōr|Nam 51, KED 156.
682|*kōmá|1130|1 respect 2 to respect, pay respect|1 почести, почитание 2 почитать|komap- (-w-) 2|kōmá 1, kōmáp- (-w-) 2|Liu 64, KED 141.
683|*kə̄-r-|908|to be thick, fertile, rich|быть густым, плодородным|kə̄l-|kə̄r-|Liu 47, KED 97.
684|*kɨ́s|801|certainly, without fail|точно, определенно||kɨ́s|Nam 74.
685|*kìphí-|815|deep|глубокий|\Ikip-\i [kiph-]|kìphí-|Nam 80, KED 283.
686|*čur-|253|1 to string, bead 2 string, line|1 нанизывать 2 линия, веревка|čul 2|čùr-hjə̀- 1, čúr 2|Nam 434, Liu 672, KED 1507. The noun is absent in Nam and HMCH, but adduced with high tone in Liu, while the derived verb is given with low tone both in Nam and Liu. The original accent is thus not quite clear.
687|*sàm|2133|hemp|конопля|sam|sàm|Nam 293, KED 901.
688|*sor-|2139|1 dish, vessel 2 bamboo basket|1 блюдо, сосуд 2 бамбуковая корзина|sorä 'a k. of saucer'|sòrá ~ sórá 1, sor 2|Nam 307, Liu 462, 467, KED 972.
689|*sói|2552|metal|металл, железо|swe|sói|Liu 469, KED 995.
690|*sə̀r-|2098|to wash, clean|мыть, очищать|səl-gət- (-č-)|sə̀r-|Liu 450, KED 950.
691|*sīd-|1986|to load|нагружать|sīt- (sīr-)|sīt- (-r-)|Nam 327, KED 1055.
692|*mắr|1347|edible seaweed|водоросли (съедобные)|marɨm|mắr|Nam 201, KED 562.
693|*mằrk-|1303|clear, transparent|ясный, прозрачный|mak- [malk-]|mằrk-|Nam 203, KED 587.
694|*pàthàŋ|1818|1 place 2 background, ground, texture|1 место 2 фон, основа|pathaŋ 2|pàthàŋ 1|Nam 239, KED 710.
