"NUMBER","PROTO","PRNUM","MEANING","ABK","ABA","ADG","KAB","UBK","COMMENT"
396,"*qIʷV",1292,"1 millet 2 barley","a-ʯʷʒ 1","qʷʒə 2","“a 2","“a 2","ʯʷa 2","    PAK \I*qʷə-ʒə\i (a compound with \I*-ʒV\i 'grain'; cf. also Bz. \Ia-ʯʷʒ\i); PAK \I*“a.\i The correspondence PAT *qʷ : PAK *“ : Ub. ʯʷ points to PWC *qIʷ."
397,"*V",223,"to lay eggs","a-a-ra","a-ra","a-ə-n","a-ə-n","","    PAT \I*a\i (cf. also Bzyb forms recorded by Marr: \Ia-d-a-ra\i 'to heap, put on top', \Ia-c-a-ra\i 'to add'); PAK \I*ḳa-ə-\i (*ḳa 'egg'). The original meaning of the root is 'to put' (or 'to give'): cf. with other preverbs: Abkh. \Ia-kʷ-a-ra,\i Abaz. (\Ijə\i)-kʷ-a-ra 'to put'; PAK \I*na-a-\i "to put an eye [ = Russ. положить глаз] > to envy, to aspire" (Ad., Kab. \Inaa-n\i).         AK \I*naa-\i > Ub. \Inaə-\i 'to wait, hope'."
398,"*zʷa",254,"1 to harrow 2 to plough","","ʷʷa-ra 1","za-n 2","va-n 2","zʷa- 2","    PAK \I*zʷa-;\i Ub. 1 p. \Ia-sə-zʷa-n.\i Despite Shagirov 1,106 the AK verb has nothing to do with \I*c:ʷə\i 'ox'."
399,"*ḳaḳa-‰ə",1311,"flower","a-ḳaḳa‰","","","","","    This expressive stem is attested only in Abkh., but has some EC parallels."
400,"*ʯʷə (  *ʯʷ,*ʯIʷ)",1315,"1 grass 2 meadow grass","","“ʷ-ra 1","","ʯʷə-n 2","","    The root formally coincides with PWC \I*ʯIʷV\i 'to graze' (q.v.); this is probably secondary."
401,"*pəa",1318,"to weed","","","ṗa-","ṗsa-","","    PAK \I*ṗa-.\i The root is unknown outside the AK area (Klimov's comparison with Abkh. \Ia-ba-ra\i 'to mow' /see Klimov 1967, 299/ should be abandoned for phonetic reasons). Other etymological attempts (see Shagirov 2, 53 with literature) had also been unsuccessful."
402,"*ṭa",241,"1 few, a little 2 less, smaller","","","ṭaḳʷ 1","ṭaḳʷ 1","ṭa 2","    PAK \I*ṭa-ḳʷə\i (a compound with an unclear second component; however, it is highly likely that the first part = Ub. \Iṭa\i). AK \Iṭaḳʷ\i > Ub. \Iṭaḳʷ,\i Abaz. \Iṭaḳʷ\i 'few, a little'."
403,"*mVGə (  *-ɣ-)",1322,"1 thorn 2 a k. of thorny bush","a-mʁ 1","mʁə 1","","","maʁəʁ-məʒə 2","    PAT \I*məɣə.\i The Ub. reflex is partially reduplicated (\Imaʁəʁ-;\i \Iməʒə\i means 'thorn'). The correspondence PAT *ɣ : Ub. ʁ points to PWC *G or *ɣ."
404,"*b-ə(-nə)",1328,"onion","a-əmə","əmə","bənə","bzən","ʷamə","    The pure stem (with an old suffix *-nə) is present in PAK \I*bənə.\i Ub. and PAT (and PAK with the meaning 'garlic') reflect old compounds \I*bənə-pəə\i 'red onion' ( = "onion") and \I*bə(nə)-ʷə\i 'white onion' ( = "garlic") with the following reflexes:         a) \I*bənə-pəə\i > PAT \I*ən(ə)-pəə\i > \I*əməə\i (Abkh. \Ia-əmə,\i Abaz. \Iəmə\i); Ub. \I*ʷan(ə)-pəə\i > \Iʷamə;\i     b) \I*bə(nə)-ʷə\i > PAT \I*ə-ə\i > (with assimilation) \I*əə\i (Abkh. \Ia-ə,\i Abaz. \Iə\i); Ub. \I*ʷa-sʷa\i > (with assimilation) \Iʷaʷa;\i PAK \I*bənə-xʷə\i (Ad. \Ibənəf,\i Kab. \Ibzənəxʷ\i).     See Rogava 1956, 16-17, 77-78.     Although it was obviously a folk etymology, already in PWC the root of these compounds was associated with PWC \I*bV\i 'to fry' (q.v.). Since in Ub. the PWC verb \I*bV\i was superseded by a reflex of \I*zʷV\i 'to roast' (q.v.) > Ub. \Iʷa-,\i \I*bV-\i was changed to \Iʷa-\i also in the name of onion/garlic (which explains the irregular reflex ʷ instead of expected *-).     Not quite clear is the status of the syllable *-nə in PWC. Shagirov (1,91) tries to explain it as an instrumental morpheme, thus treating PAK \I*bənə\i as 'smth. to be fried'. However, this *-nə is certainly absent in the Ub. and PAT word for 'garlic' (Ub. \Iʷaʷa,\i PAT \I*əə\i), and may have been originally just an optional connecting morpheme (possibly an original obl. base marker)."
405,"*xʷa",2233,"in favour of, for (smth.) (preverb)","","","fa-","xʷa-","ʯa-","    PAK \I*xʷa-.\i"
406,"*p-aa",1330,"reed, cane","","","","","ṗaa","    Attested only in Ub., but having possible external parallels."
407,"*mV",1331,"smell","","","ma","ma","mə-sa","    PAK \I*ma;\i Ub. def. \Ia-msa.\i The Ub. word is a compound with an unclear second component -sa."
408,"*wəc:ə (  -c:-)",433,"grass","","","wəcə","wəʒ","","    PAK \I*wəc:ə.\i"
409,"*kalV",1343,"hut","a-kala","kala","‰aL","‰əL","","    PAT \I*kala\i (cf. also Bzyb. \Ia-kal\i); PAK \I*kVLə.\i Despite Klimov 1968, 294 there are no reasons to consider the AT form an AK loan. WC > Svan. \Ikl,\i \Ikel\i id. (see Klimov ibid.)."
410,"*ʁIʷəna",1344,"house","a-ʕʷnə","ʕʷna","wəna","wəna","","    PAT \I*ʕʷənV;\i PAK \I*wəna.\i It is impossible to compare Ub. \Iʁʷənə\i 'tree' - both for semantic and phonetic reasons (within the correspondence PAT *ʕʷ : PAK *w < PWC *ʁIʷ we would expect w- in Ub.). Unacceptable is Kuipers' attempt (Kuipers 1960) to regard the PAK form as a compound."
411,"*ʁʷa",1347,"hole, burrow","a-ʕʷa-ra","ʕʷa-ra","ʁʷə","ʁʷa","ʁʷa","    PAT \I*ʕʷa-ra\i (a building with a productive suffix -ra; without it cf. Abkh. \Ia-gʷa-ʕʷa\i 'hollow (of a tree)'); PAK \I*ʁʷV.\i"
412,"*ʁIʷV(n)da",1356,"fence","nda","","","","wədʷa","    Abkh. \Inda\i goes back to PAT \I*ʕanəda\i < \I*ʁIanəda\i with delabialisation; Ub. \Iwədʷa\i presupposes PWC \I*ʁIʷə(n)dʷa\i. We should probably reconstruct a compromising \I*ʁIʷV(n)da\i with labialising/delabialising assimilations in Ub. and Abkh."
413,"*c:əwV / *c:ʷəjV",1358,"1 village, settlement 2 house, room","a-cu-ta","","","","cʷəja","    PAT \I*cəwə\i (cf. Bzyb. \Ia-cu\i 'village'). The relationship between the Abkh. and Ub. forms is very probable, although we have to suppose a metathesis of labialisation and palatalisation (\I*c:əwV\i / \I*c:ʷəjV\i)."
414,"*sV (  *V)",283,"to dream, slumber","a-‰a-r-səs-ra","‰ʷa-səs-ra","","","-sa-","    PAT \I*səsə\i (  \I*səsə\i - the Bzyb. form is unknown). In the first part of the compound - PAT \I*cʷa\i 'dream' (q.v.); cf. also other compounds in Abkh.: \Ia-ʯə-r-səs-ra\i 'to slumber' (perhaps the non-reduplicated form can be extracted from \Ia-ʯə-r-ʷə-s-ra\i id.). Ub. 1p. s. \Isə-sa-n.\i"
415,"*kawə",1359,"fence","","","‰aw","‰aw, ‰ow","","    PAK \I*kawə.\i In Ad. the word also means 'farmstead'; in Kab. it is now rather archaic and means also 'small fortress'."
416,"*b-ʁa",1361,"1 top, upper part 2 to thatch","","","bʁa- 2","bʁa- 2","bʁa 1","    PAK \I*bʁa-.\i In Adygh cf. perhaps also the noun \I*bʁa\i 'breast, chest' (*'the top part'). See Shagirov 1, 79, 80."
417,"*(p-)a",1372,"1 sharp 2 pointed 3 edge, end; nose","a-ar 1","ara 1","p-ṗ 2","p-ṗa 2","fa-a 3","    PAT \I*a-rV\i 'sharp' (cf. also Bzyb. \Ia-ar\i); the same root (without the suffix) is present in PAT \I*pə-nə-a\i 'nose' (q.v.) - a compound, except for the linking morpheme *-nə-, identical to Ub. \Ifa-a\i and PAK \I*pa-ṗa\i (the first component see under *pʷV).     The PAT \I*pənəa\i 'nose' is compared (by Shagirov 1972, Abdokov 1973) with Kab. \Ipanəv\i 'tip of the nose'. Absence of this form in Ad., however, speaks rather in favour of this form's being borrowed from Abaz. (Ashkh.) \Ipənəʷ\i 'nostril(s)' - which can be probably analyzed as \Ipəna\i 'nose' + \I-ʷ\i 'expressive suffix'. This seems to us more probable than Shagirov's (1977) analysis of \Ipənəv\i as \Ipə\i 'nose' + \Iəv\i 'beetle' (?).     The WC compound form \I*pʷV(nə)-a\i spread also to the neighbour languages: Georg. \Iṗin‰wi,\i Arm. \Iṗin\i / \Iṗin‰\i 'nostril', Osset. \Ifɨnʒ\i / \Ifɨnʒ(\i) 'nose, tip' (see Abayev 1958; Abayev lists also Megr. \Iṗii\i 'mouth' - which, according to Klimov 1963, does not belong here and descends from PK *ṗir- 'edge'. On the contrary, Klimov (1963) considers the Armenian form to be a megrelism which is hardly possible; he does not list the Georgian form)."
418,"*Ia / *IaIV",309,"sweet","a-ʯ","qaʕa","ʡ-s.ʷə","ʡa-f.","aə","    PAT \I*qaʕa\i (cf. also Bzyb. \Ia-ʯ\i); PAK \I*ʡa-ʷə.\i The PAT and Ub. forms are reduplicated (note that PAT \I*qaʕa\i reflects an early dissimilation \I*IaIV-\i > \I*qIaIV-\i).         See Balkarov 1967, 115 (PAK - Ub.). The PAK form is a compound with \I*ʷə\i 'good' q.v.; the first part, however, (despite Dumezil 1963 and Shagirov 2, 158) has certainly nothing to do with \I*ʡa\i 'hand' (as well as a- in Ub. \Iaə\i)."
419,"*təpə",1384,"hut","a-təp","təp","","","","    PAT \I*təpə\i (the word also means 'place' in general)."
420,"*ləḳʷə",1385,"bolt, bar","a-ləḳʷ","","","","","    The word is attested only in Abkh., but has probable EC parallels."
421,"*gʷədə ( gʷ-,-dʷ-)",1387,"vulva","","","gʷədə","gʷəd","","    PAK \I*gʷədə.\i"
422,"*x(ʷ)a",1394,"1 bottom 2 behind, anus","","","xa 1, pxa 2","pxa 2","pa 2","    PAK \I*xa\i / \I*pxa.\i"
423,"*V",1397,"1 bottom, lower part 2 under (preverb)","a-a 1","-ʕʷa 1","a- 2","sa- 2","-a 1","    PAT \I*V\i (cf. also Bzyb. \Ia-\i 'bottom); PAK \I*a-;\i in Ub. the morpheme is used in compounds: \Iba-a\i 'lower part', \Ia-a\i 'pillow' (\Ia\i 'head').     The correspondence PAK * : PAT * : Ub.  points to the PWC lateral *. In PAK, however, there exists also a separate root \I*a\i 'bottom' (Ad. \Ia,\i Kab. \Isa\i) - which can reflect a variant with labialisation \I*ʷV\i (perhaps reflecting an early PWC metathesised variant \I*Hnou\i)."
424,"*bawə (  p:-)",1398,"cattle-shed","a-bora,-bowra","bora","","bow","","    PAT \I*bawə-ra\i (with a common suffix -ra). Abkh. > Megr. \Iaboura,\i \Iabuura\i 'cattle-shed'; Kab. > Balk. \Ibau\i id. See Shagirov 1, 101 (despite Klimov's opinion, quoted ibid., the Abkh. word - since it is clearly related to Kab. \Ibow\i - has nothing to do with Slav. \Iобор(а\i))."
425,"*t:(ʷ)aq:a (  --)",1406,"stump, block","","","tq:a","dq:a","","    PAK \I*t:aq:a.\i"
426,"*ʷə",1407,"1 spit, thick needle 2 bolt; plug, spigot","a-ə 1","ʷə 2","","","","    PAT \I*ʷə.\i Abdokov (1983, 133) compares also Kab. \Ijan\i 'long pole, stick'  (with possibly the same first component as in \Ijan-ṭər\i 'log'), which is  somewhat dubious (at any rate, we would expect -sʷ in Kab., and the reason  for delabialisation is not clear)."
427,"*Gʷə",1410,"1 board 2 post, pole 3 stake","a-ʁʷə 1","ʁʷə 1","p‰a-ʁʷə 3","ba-ʁʷ 3","ʁʷə 2","    PAT \I*ɣʷə;\i PAK \I*p:‰:a-ʁʷə\i (where the first part is probably the same as PAK \I*p:‰:ə\i 'lance', see Bagov 1968). Abdokov (1983, 127) compares the AK and  Ub. forms not with AA \I*ɣʷə,\i but with AA \I*-ʕʷanə\i in \I*ʷə-ʕʷanə\i 'stake' - which,  in our opinion, should be rather derived from PWC \I*ʷənV\i 'peg, stake' (q.v.)."
428,"*ʷənV / *nəʷV",1411,"1 stake 2 nail","a-ʕʷan 1","ʷʕʷan 1","ʡʷən 2","ʡʷəna 2","nəə 2","    PAT \I*ʷə-ʕʷanə\i (for the first part see \I*ʷə\i 'pointed stick'); PAK \I*ʡʷəna;\i Ub. def. \Ia-nə.\i The correspondence PAT *ʕʷ : PAK *ʡʷ : Ub.  is regular and points to PWC *ʷ."
429,"*ʷa-ga-",1420,"to grind","a-laga-ra","laga-ra","“a-n","“aa-n","","    PAT \I*laga-;\i PAK \I*“aga-\i (intrans.; the transitive form is \I*“agə-\i > Ad. \I“ə-n,\i Kab. \I“aə-n\i).     See Deeters 1931, 290; 1963, 39; Shagirov 2, 117."
430,"*‰(ʷ)aʷV",1423,"1 wooden scoop with a handle 2 basin, tureen","a-‰aʷa 1","","","","‰aʷə 2","    Cf. also Abkh. Bzyb. \Ia-‰aʷə\i 'wooden scoop'. Abkh. ‰ points to *‰-, but Ub. ‰ - rather to *‰ʷ. This is probably explained by a secondary labialising assimilation in the prehistory of Ub."
431,"*sʷanədə",1424,"barrel","","","","fandə-ra","sʷandə-r","    PAK \I*sʷandə-ra.\i Similar forms in Abkh. and Abaz. (Abkh. \Ia-əndəʷra\i 'trunk', Abaz. \Iʷəndəʷara\i id.) may represent a merger of the genuine root and the Turkic loanword (cf. Kypch. \Isunduq\i etc.)."
432,"*ə-",332,"ice","a-","c“a-ʷə","","","","    PAT \I*ə-ʕa\i / \I*ə-“a\i (with secondary deglottalisation in Abaz.)."
433,"*ba[q:I]V",1436,"1 shed, cattle-shed 2 fortress, castle","a-b 2","","","baq 1","","    The Abkh. form presupposes PAT \I*baʕa\i (\I*bəʕa\i), where -ʕ- < PWC *-q:I-. In Kab. one would rather expect -q: and not -q (a regular PAK match for PAT \I*baʕa\i would be \I*baq:V\i). This form must have indeed existed and is reflected in the Abaz. loan from Kabardian - \Iba\i 'cattle-shed' (where  is a regular Abaz. substitute for Kab. q: in loanwords). The reason for weakening -q: > -q in modern Kabardian is not quite clear. From the semantic point of view the correlation "cattle-shed" : "fortress" is not surprising, because it is known that towers/fortresses were used for keeping cattle.     Armenian \Ibak\i 'sheep-fold, enclosure' is probably of Caucasian origin, see Acharyan 1, 907 (although it may be borrowed also from Georg. \Ibaḳi\i 'fence, enclosure' - which, for phonetic reasons, can not be compared with WC forms - despite Kuipers 1960, 83, Shagirov 1, 73)."
434,"*ʯ(ʷ)a",1437,"stall","","","","","ʯa","    Isolated in Ub., but having possible EC parallels."
435,"*ə",356,"salty","a-","ʕa","","","","    PAT \I*ə-ʕa\i (cf. also Bzyb. \Ia-\i); *-ʕa is a frequent adjectival suffix."
436,"*əna",511,"bird's fat","","","əna","əna","","    PAK \I*əna.\i"
437,"*ə",1446,"milk","a-ʯ-","ʯə","a","a","","    PAT \I*xə\i in several compounds: \I*xə-ə\i 'milk' (lit. 'white \Ixə';\i besides the listed forms cf. also Bz. \Ia-x\i); \I*xə-zə\i 'whey' (lit. 'strained \Ixə'\i) > Abkh. \Ia-ʯaz,\i Bz. \Ia-xəz,\i Abaz. \Iʯzə;\i cf. also Abkh. Bz. \Ia-x-raʒa-ga\i 'milk filter', Abaz. \Iʯə-rʷə\i 'sour milk' etc.     PAK \I*‰a\i 'milk'.     See Shagirov 2, 137. The seemingly obvious relationship of PAK \I*‰a\i and Ub. \I‰a\i 'milk' is actually somewhat more complicated. A regular Ubykh reflex of PWC \I*ə\i would be \Ia;\i that is why the Ub. \I‰a\i matches not this root, but rather PAT \I*‰ə\i 'udder' (q.v.). The meaning of Ub. \I‰a\i could have been influenced by Adygh forms. Abdokov (1983, 134-135) prefers to reconstruct WC \I*‰a\i while comparing PAK \I*‰a\i 'milk' with Abaz. (Ashkh.) \I‰ata,\i Abkh. \Ia-ʯ-at\i 'sour  cream, cream' ( = PAK \I*‰ata\i > Ad. \Ita,\i Kab. \Ita\i id.)., cf. also Ub. \I‰ta\i  id. It is, however, most probable that all AT forms and the Ub. form are later loanwords from Adygh (see Shagirov 2, 136 with literature).     PAT \I*xə-ə\i 'milk' is an exact match for PAK \I*‰ə-xʷə\i ( > Kab. \Ixʷə;\i also  with metathesis \I*‰xəwə\i > Ad. \Ixəwə\i) 'sour milk', going back to a PWC  compound \I*ə-ʷə\i 'white milk' (see Shagirov 2, 140); which is why Abdokov's  separate comparison of PAK \I*-xʷə\i in this compound with Av. \Irax\i is unacceptable."
438,"*‰ə",1447,"1 udder 2 milk","a-‰-rəgʷ 1","‰ə 1","","","‰a 2","    PAT \I*‰ə\i (the Abkh. form is a compound with -gʷə 'middle, heart' and a connecting morpheme -rə-). Some comments on the Ub. form see also under \I*ə.\i"
439,"*PV",1454,"1 to go sour, to curdle (of milk) 2 raw","","","ṗa-n","ṗa-n","","    PAK \I*ṗa.\i The WC etymology of Shagirov (2,50-51: comparison with Ub. \Ibacə-\i 'to become thick') seems dubious for both semantic and phonetic reasons. Since the EC counterpart of the root means both 'sour' and 'raw' (a natural and frequent semantic correlation), it seems possible to compare also (with a secondary loss of initial labial) PAK \I*ə-na\i (Ad., Kab. \Iəna\i) 'raw' (also borrowed in Ub.: \Iəna\i id., see Shagirov 2, 126)."
440,"*tʷa",1458,"pus","a-tʷa","‰ʷa-bʕa","","wa-ta-ps","","    PAT \I*tʷa;\i the Kab. word is a compound with \I-ps(ə)\i 'water, liquid'."
441,"*ḳʷa",370,"suffix of Nomina Agentis","","","-ḳʷ(a)","-ḳʷa","-ḳa","    PAK \I*-ḳʷa,\i cf., e.g., Ad. \ILa-ḳʷ\i 'worker' (\ILaa-n\i 'to work'), Kab. \Iwəs-ḳʷa\i 'poet' (\Iwəsa\i 'poem'). In Ub. cf. e.g. \Ifaw-ḳa\i 'wrestler' (\Ifawə\i 'wrestle') etc."
442,"*(a)ʷə",1460,"cheese","a","aʷə","","","","    PAT \I*aʷə\i (cf. also Bzyb. \Ia\i)."
443,"*k:ʷərə ( k:)",379,"1 ring 2 wreath 3 to roll","a-gʷərgʷən 2","gʷərgʷər 1","‰ara-zə- 3","ara-zə- 3","","    PAT (reduplicated) \I*gʷərəgʷərə;\i PAK *k:ara- (with secondary delabialisation)."
444,"*məgalə (bə~,k:)",1469,"bread made of millet flour","a-mgal","mgal","","","","    PAT \I*məgalə.\i"
445,"*ʷə",428,"1 millet 2 bread","a-ə 1","ə-r-ʒa 1","fə-ʁʷa 1","xʷə 1","sʷə-bIa 2","    PAT \I*ə\i (the Abaz. form goes back to a compound with PAT \I*ʒV\i 'grain', with the auxiliary linking morpheme -rə-, lit. 'millet grain'). PAK \I*xʷə\i (Ad. \Ifə-ʁʷa\i means literally 'yellow millet'; cf. also Ad. \Ifə-gʷ\i = Kab. \Ixʷə-gʷ\i < \I*xʷə-gʷə\i 'pounded millet'). In Ub. cf. also \Isʷə-pə\i 'flour' (the meaning of the second components -bIa, -pə is not quite clear).     The correspondence PAT * : PAK *xʷ : Ub. sʷ points unambiguosly to PWC *ʷ. All other comparison attempts within WC (PAK \I*xʷə\i : Ub. \Iʯʷa\i 'millet, grain' - see Meszaros 1934, 386; PAT \I*ə\i : PAK \I*ma‰ə\i - see Shakryl 1968, 53, 98; PAK \I*xʷə\i : PAT \I*qʷə-ʒə\i 'pounded millet' - see Rogava 1956, 121) are unacceptable and unnecessary. Ad. \Ifəgʷ\i > Osset. (Dig.) \Ifag\i 'pounded millet' (see Shagirov 2, 108)."
446,"*ḳʷaḳʷa-rə",1471,"cake, cookie (made of dough)","a-ḳʷaḳʷar","","","","","    Attested only in Abkh., but with probable external parallels."
447,"*ḳaʷə",1476,"1 shirt 2 quilted jacket 3 ancient women's dress","a-ḳa 1","","aə 3","as 2","","    PAK \I*ḳaə.\i The formal coincidence of the root with PWC \I*ḳaʷə\i 'short' is probably fortuitous (cf. the external data). Despite Shagirov 2, 134 the Abkh. form is not a loan from Adygh (the meaning is different, and in the case of borrowing we would expect Abkh. , not )."
448,"*ʯa",1478,"1 to weave 2 to knit","a-“a-ra 1","-“a-ra 1","ʯa-n 2","ʯa-n 2","ʯa- 2","    PAT \I*“a\i (in Abaz. the root is used only with preverbs); PAK \I*ʯa-\i (also \I*ʯə-\i > Ad., Kab. \Iʯə-n\i id.); Ub. \Ia-s-ʯa-n.\i See Meszaros 1934, 384, Shagirov 2, 109; the alternative comparison of PAK \I*ʯə-\i with PAT \I*xaxa-\i 'to spin' is unacceptable for phonetic reasons."
449,"*ḳasə",699,"shawl, kerchief","a-ḳasə","ḳasə","","","","    PAT \I*ḳasə\i (cf. also Bzyb. \Ia-ḳasə\i)."
450,"*c:ʷa",409,"to talk","a-‰a-a-ra","‰ʷa-ʷa-ra","","","","    PAT \I*c:ʷa-zʷa-\i (a compound with PAT \I*azʷa\i 'word, speech' q.v.)."
451,"*zarəza (  z, )",1486,"hook","a-zarza","","","","","    Attested only in Abkh., with probable EC parallels."
452,"*ḳʷərə",1499,"1 to roll 2 to fall, roll down 3 to slip","a-ḳʷər-ra 1","","wə-ḳʷara-jə-n 2","wə-ḳʷərə-jə-n 2","ḳʷərə- 3","    PAK \I*ḳʷərə-\i / \I*ḳʷara-;\i Ub. \Ia-s-ḳʷərə-n.\i"
453,"*pəla / *pəra",430,"1 mane 2 shaggy","a-bra 1","bra 1","pəLc/bəLc 2","baLca 2","","    PAT \I*bəra;\i cf. also with *p-: \I*pərə-cʷə\i id. > Abkh. \Ia-prə-kʷ‰\i / \Ia-pər-‰kʷ\i (Bzyb. \Ia-prəxʷ‰\i / \Ia-prəkʷ‰\i), Abaz. \Iprə‰ʷ\i (the second part in Abkh. has contaminated with \Ia-kʷ‰\i / \Ia-‰kʷ\i 'top'). PAK \I*bəLa-ca\i / \I*pəLa-ca\i (Ad. reflects also a variant with -r-: Ad. \Ipərc\i / \Ibərc\i 'shaggy').     WC languages reflect numerous variants with variation p/b and r/l. If Osset. \Ibarc\i / \Ibarc\i 'mane' really goes back to Proto-Iran. \I*bara-\i (see Abayev 1, 237; doubts are raised by Osset. -c-), then the forms PAK \I*bəraca\i and PAT \I*pərəcʷə\i should be regarded as Alanisms; otherwise the direction of loan should be reversed and the WC forms analysed on WC ground (cf. PAT \I*bəra\i and PWC \I*cə\i / \I*cʷə\i 'hair').     Abdokov (1983, 73) compares the WC forms with PEC \I*balV\i 'wool' (q.v.),  which seems phonetically less probable. He also cites Chech. \I=lla\i 'hairy' -  which is in reality a participle of \I=l-\i 'to grow' and does not belong here at  all."
454,"*q:əza (q:-,-z-)",1506,"coverlet, blanket","a-ʯəza","qəza","","","","    PAT \I*qəza\i (cf. also Bzyb. \Ia-ʯəza\i)."
455,"*q:V",443,"1 to suffice 2 large, big","a-z-ʯa-ra 1","na-qa-ra 1","-qə 2","-q: 2","","    PAT \I*qa\i (used only with preverbs) 'to suffice, be enough'; cf. also Abkh. \Ia-m‰-ʯa-ra\i 'sufficient strength'. In PAK the root is used only in compounds: Ad. \Inəba-q,\i Kab. \Inəba-q:\i 'pot-bellied', Ad. ca-mə-q, Kab. ʒa-mə-q: 'with large teeth' (see Kuipers 1975, 64). The semantic correlation "sufficient" : "large, big" is quite common."
456,"*ḳata",1509,"net","a-ḳata","ḳata","","","","PAT \I*ḳata\i (cf. also Bzyb. \Ia-ḳat\i)."
457,"*bəsə (  p-,--)",446,"evening","","","","","zʷa-psə","    A compound with \Izʷa-\i 'sky'. Attested only in Ubykh, but having probable Nakh parallels."
458,"*Gəba (  -p:-)",1515,"boat, vessel","a-ʁba","ʁba","","","ʁəba","    PAT \I*ɣəba;\i Ub. def. \Ia-ʁba.\i"
459,"*ʯIa(n)ə ( --)",1522,"1 shovel 2 scoop","","","","“an / “a 2","ʯIa 1","    Kab. \I“a\i is used in the compound \Ipʯa-“a\i 'wooden scoop' (Old Kab. > Abaz. \Ipʯa“a‰\i). For PWC it is possible to reconstruct initial *ʯI- or *ʯI-, medial * (if Kab.  < PAK *‰) or * (if Kab.  < PAK *‰). See Shagirov 2, 23."
460,"*c:ə",1523,"1 bow 2 arrow","a-ʯə-c 1","ʯri-ʯəc 1,2","","","","    PAT \I*xə-cə\i (cf. also Bzyb. \Ia-xəc\i 'bow', Ashkh. \Iʯəc\i 'arrow'). This compound, actually meaning "arrow+bow", is an exact parallel of EC forms like Akhv. Ratl. \Iar-ijo~\i 'bow and arrow' etc. (see under \I*Al(H)V\i)."
461,"*pəsV",1524,"fir-tree","a-psa","","psajə","psej","psə-ʁʷənə","    PAT \I*pəsa\i (cf. also Bzyb. \Ia-psa\i / \Ia-psa,\i perhaps [with rather strange semantics] Abaz. \Ipsa-qʷa\i 'willow'); PAK \I*psa-jə\i (with a usual "tree"-suffix -jə). In Ub. cf. also \Ipsə-s\i "fir-wood". See Shagirov 2, 15 with literature."
462,"*sa (  -)",1526,"1 sabre 2 knife","a-sa 1","","sa 1","sa 2","","    PAT \I*sa\i (cf. Bzyb. \Ia-sa\i); PAK \I*sa.\i Dirr has also recorded Ub. \Isa\i 'sabre' which is most probably an Abkh. or Ad. word. The correspondence PAT *s : PAK *s points to PWC *s or *. Shagirov's linking this root with PWC \I*sV\i 'to beat, hit' is most probably faulty."
463,"*b-sV (/*b-zV)",1529,"to cut, cut out","a-sa-ra","sa-ra","bzə-n","bzə-n","bzə-","    PAT \I*sa-\i (cf. also Bzyb. \Ia-sa-ra\i); PAK \I*bzə-.\i As pointed out by Shagirov (1,96) Ub. \Ibzə-\i may be borrowed from Ad. In that case it would be possible to compare instead Ub. \Isʷa-\i (\Ia-s-sʷa-n\i) 'to cut, clip', reconstructing PWC \I*(b)-sV\i (with secondary labialisation in Ubykh)."
464,"*sʷV",1530,"1 to shave 2 to shear, to clip","a-sa-ra 1,2","sa-ra 1,2","","","ʷa- 1","    PAT \I*sa-\i (cf. also Bzyb. \Ia-sa-ra\i). Here belongs also a nominal derivate: Ub. \Iʷa\i 'sickle'."
465,"*mawV",457,"day","a-m","mə","mfa","mxʷa","məsʷa","    PAT \I*məə;\i PAK \I*maxʷa;\i Ub. def. \Ia-msʷa.\i See Shagirov 1, 261-262 (with literature)."
466,"*‰adə",870,"bellows","","","ədə-bə","adə-bz","","    PAK \I*‰adə-bə\i (the second component is not clear). PAK *‰- presupposes PWC *‰ or *‰ʷ."
467,"*xʷV",1545,"to sift","a-ʯʷ-ra","ʯʷ-ra","","wə-xʷa-nsə-n","-xa-","    PAT \I*xʷə;\i Ub. 1st p. \Ia-sə-xa-n.\i The Kab. form is a compound verb (\Iwə-xʷa-n\i "sifting" + \Isə-n\i "to do"). In PAK cf. also \I*xʷə-zə-\i 'to press (as orange)', reflected in Kab. \Ixʷəzə-n,\i Ad. \Ifəzə-n.\i"
468,"*t:aa (d-,r-)",1549,"jar, vase, vessel","","","","","(n)daa","    Def. \Ia-(n)daa\i. Since only the Ub. form is attested, it is possible to reconstruct also *-I- or *-q:I-)."
469,"*kʷəc:ʷV /*c:ʷVkʷV",1551,"1 bunch, tuft of hair 2 top","a-kʷc/-‰kʷ 2","","","","cʷəkʷa 1","    Cf. also Abkh. \I-kʷc\i in \Ia-prə-kʷc\i 'mane'. The correspondence Abkh. c : Ub. cʷ allows to reconstruct PWC *c:ʷ or *cʷ."
470,"*pə-zV",468,"1 female 2 bitch","a-ps 1","la-ps 2","bzə 1","bzə 1","bza 1","    PAT \I*pəsə\i (in Abaz. attested only within a compound \Ila-ps\i 'bitch' = Abkh. \Ia-la-ps;\i cf. also Bzyb. \Ia-la-ps\i id.); PAK \I*bzə.\i"
471,"*nəʷə",515,"earth, clay","a-nə","nəʷ","","","","    PAT \I*nəʷə\i (cf. also Bzyb. \Ia-nə\i). PAT *ʷ can only go back to PWC *ʷ."
